식당(ID),식당명,지점명,지역명,어워드정보설명,(RTI)지수,온라인화진행여부,수용태세지수,인기도,트립어드바이저평점,씨트립평점,네이버평점
810013,착한어부네,,송파구,,0.910544,N,0.12,,,,
810015,선비꼬마김밥,구로항동점,구로구,,0.0186212,,,,,,
810016,지임커피,,양천구,,0.910544,N,0.17,,,,
810018,가마솥손두부,,광진구,,0.0186212,,,,,,
810021,모찌토끼 마카롱,,성동구,,0.0186212,,,,,,
810022,한신우동,,강남구,,0.0186212,,0.029,,,,
810023,행복한뷔페,,동대문구,,0.0186212,,,,,,
810024,커피피플신제주점,,은평구,,0.910544,N,0.12,,,,
810026,카페코보스,,영등포구,,0.910544,N,0.17,,,,
810027,커피식구,서울대점,관악구,,0.0186212,,,,,,
810028,제주돈가,,용산구,,0.1709766,N,0.044,,,,
810031,상봉덮밥,,중랑구,,0.0186212,,0.029,,,,
810032,지음,,종로구,,0.910544,N,0.12,,,,
810036,수수가든 카페,,은평구,,0.910544,N,0.17,,,,
810040,다락카페,,송파구,,0.910544,N,0.17,,,,
810043,성공관,,구로구,,0.0186212,,,,,,
810046,감자탕사돈,,광진구,,0.0186212,,,,,,
810048,송화강명품마라탕,,강서구,,0.910544,N,0.063,,,,
810049,목포산 꽃게,,성동구,,0.0186212,,,,,,
810052,헬로우낙곱새,신이문점,동대문구,,0.0186212,,,,,,
810053,남도식당,,강남구,,0.910544,N,0.12,,,,
810055,몬스터컵케익(monster cup cake),,용산구,,0.910544,N,0.12,,,,
810057,동해수산,,영등포구,,0.910544,N,0.12,,,,
810058,JO2,,중랑구,,0.910544,N,0.17,,,,
810065,두산버거킹대학로점,,종로구,,0.910544,N,0.044,,,,
810067,폴 바셋 롯데몰,은평점,은평구,,0.910544,N,0.17,,,,
810068,앙카라 케밥,,송파구,,0.910544,N,0.17,,,,
810070,공차,,서초구,,0.910544,N,0.215,,,,4.25
810072,팔팔부대찌개,,노원구,,0.0186212,,0.029,,,,
810073,해,,서대문구,,0.910544,N,0.17,,,,
810074,셀핀다(Cellpinda),,구로구,,0.0186212,,,,,,
810077,강나루유황오리,,광진구,,0.0186212,,,,,,
810081,몬조,,성동구,,0.0186212,,,,,,
810088,씨제이푸드빌엔테라스,,용산구,,0.910544,N,0.12,,,,
810091,램프리,,영등포구,,0.910544,N,0.12,,,,
810092,밀리언(MILLION),,마포구,,0.910544,N,0.17,,,,
810093,성수식당,,중랑구,,0.910544,N,0.204,,,,
810096,고기잔치,,종로구,,0.910544,N,0.17,,,,
810097,충무김밥,,송파구,,0.910544,N,0.17,,,,
810100,거북이 식당,,서초구,,0.910544,N,0.063,,,,
810101,그날,,성북구,,0.910544,N,0.17,,,,
810104,강남아씨죽,,광진구,,0.0186212,,,,,,
810105,강지우밥상,신정점,양천구,,0.910544,N,0.216,,,,4.5
810106,소고기전병,,구로구,,0.0186212,,,,,,
810107,푸드블럭,,강서구,,0.910544,N,0.17,,,,
810109,호랑이남매,,동대문구,,0.0186212,,,,,,
810110,무경계,,성동구,,0.0186212,,,,,,
810115,크레이지떡,,강남구,,0.910544,N,0.12,,,,
810118,가향반점,,영등포구,,0.910544,N,0.17,,,,
810123,모스토니,,중랑구,,0.910544,N,0.12,,,,
810124,샐러비 샐러드,본점,성북구,,0.0186212,,0.029,,,,
810127,커피 & YJ,,송파구,,0.910544,N,0.075,,,,
810128,와바,,종로구,,0.910544,N,0.17,,,,
810129,포토제닉2,,서대문구,,0.1577147,Y,0.081,,,,
810130,강릉초당골 짬뽕순두부,,광진구,,0.0186212,,,,,,
810131,도쿄짬뽕,,양천구,,0.910544,N,0.17,,,,
810132,주식회사 환공어묵베이커리,,서초구,,0.910544,N,0.063,,,,
810134,소야 참숯구이,,구로구,,0.0186212,,,,,,
810135,섬섬옥수,,은평구,,0.910544,N,0.12,,,,
810137,비아찌오(viaggio),,양천구,,0.0186212,,0.029,,,,
810138,무근본,,성동구,,0.0186212,,,,,,
810139,홀스베이크,,동대문구,,0.0186212,,,,,,
810140,케익클로버 CAKE CLOVER,,관악구,,0.0186212,,,,,,
810145,테라스,,강남구,,0.910544,N,0.12,,,,
810146,로즈앤크라운2,,용산구,,1.2451732,N,0.107,,,,
810148,미미램 양꼬치,2호점,마포구,,0.1577147,Y,0.2,,,,
810157,제퍼빈스,,종로구,,0.910544,N,0.053,,,,
810158,건대고기,,광진구,,0.0186212,,,,,,
810161,롯데마트 은평점 조리식품 (나),,은평구,,0.910544,N,0.12,,,,
810162,키무카츠목동점,,양천구,,0.910544,N,0.17,,,,
810163,소주짱,,구로구,,0.0186212,,,,,,
810164,홍닭발,,동대문구,,0.0186212,,,,,,
810167,코바코,서울대점,관악구,,0.0186212,,,,,,
810168,마님죽,,강서구,,3.5895012,N,0.244,,,,4.22
810171,바보식당,,영등포구,,0.910544,N,0.17,,,,
810173,미엘,,강남구,,1.0273532,N,0.12,,4,,
810174,베스트,,중랑구,,0.910544,N,0.17,,,,
810176,김과장고깃집,석계점,성북구,,0.0186212,,0.029,,,,
810179,꿀밤,2호점,용산구,,0.0186212,,0.029,,,,
810181,롯데마트 은평점 조리식품 (가),,은평구,,0.910544,N,0.12,,,,
810183,우정다방,,종로구,,0.910544,N,0.17,,,,
810186,걸작떡볶이치킨,구의점,광진구,,0.0186212,,,,,,
810189,화덕피자&파스타,,동대문구,,0.0186212,,,,,,
810190,한옥마을전주비빔밥,홈플러스 목동점,양천구,,4.0210963,N,0.2,0.03,,,4.25
810192,솜씨좋은 창희씨,,구로구,,0.0186212,,,,,,
810193,무용학원,,성동구,,0.0186212,,,,,,
810194,콩 카페,,관악구,,0.0186212,,,,,,
810197,동천,,강서구,,4.3431745,N,0.264,0.33,,,4.38
810198,사루,,서대문구,,0.910544,N,0.12,,,,
810199,스시왕,,중랑구,,0.0186212,,0.029,,,,
810201,치킨마루,종암사거리점,성북구,,0.910544,N,0.17,,,,
810202,차만다,도곡점,강남구,,0.0186212,,0.029,,,,
810205,고기야,,광진구,,0.0186212,,,,,,
810207,산커피숍,,용산구,,0.910544,N,0.17,,,,
810208,포커스20청원한국통닭,,영등포구,,0.1577147,Y,0.044,,,,
810209,골목집,,종로구,,0.910544,N,0.17,,,,
810212,멘무샤조이,은평롯데몰점,은평구,,0.910544,N,0.17,,,,
810215,커피식구,,서초구,,4.4590399,N,0.27,0.33,,,4.47
810216,수목원국수,,구로구,,0.0186212,,,,,,
810219,황금닭발,,동대문구,,0.0186212,,,,,,
810223,남도 한식 부페,,은평구,,0.0186212,,0.029,,,,
810224,문보우(Moonbow),,성동구,,0.0186212,,,,,,
810230,아미가,,성북구,,0.910544,N,0.17,,,,
810233,고반식당군자역점,,광진구,,0.0186212,,,,,,
810234,춘천집,,종로구,,0.910544,N,0.17,,,,
810235,비스트로차이나 칠채홍,블루스퀘어점,용산구,,0.910544,N,0.12,,,,
810240,Caffe DZ(카페디지),,은평구,,0.910544,N,0.17,,,,
810242,황금어장,,동대문구,,0.0186212,,,,,,
810244,크로플각,,관악구,,0.0186212,,,,,,
810246,Bonheur Deli (보눼델리),,양천구,,0.0186212,,0.029,,,,
810247,숙성우대갈비,,구로구,,0.0186212,,,,,,
810249,문센트(moonscent),,성동구,,0.0186212,,,,,,
810250,부탄플러스,,강서구,,0.910544,N,0.12,,,,
810253,육삼두배냉면,,중랑구,,0.910544,N,0.17,,,,
810254,우리동네 만두가게,,성북구,,0.910544,N,0.17,,,,
810256,더 쟁이,,송파구,,0.910544,N,0.044,,,,
810257,제퍼강남,,강남구,,0.910544,N,0.12,,,,
810258,밥먹고힘내!,,용산구,,0.910544,N,0.17,,,,
810259,골목스시,,광진구,,0.0186212,,,,,,
810262,춘천식당,,종로구,,0.910544,N,0.17,,,,
810265,참된 식당,,은평구,,0.910544,N,0.17,,,,
810268,회기칼국수,,동대문구,,0.0186212,,,,,,
810269,순대실록,G타워몰점,구로구,,0.0186212,,,,,,
810270,크로플덕,,관악구,,0.0186212,,,,,,
810272,뮤르뮤르,,성동구,,0.0186212,,,,,,
810273,필스퀴진(Pil's Cuisine),본점,양천구,,0.910544,N,0.17,,,,
810277,소녀스낵,,중랑구,,0.910544,N,0.17,,,,
810278,마초떡볶이&치킨,,성북구,,0.910544,N,0.17,,,,
810282,스마일,,강남구,,0.910544,N,0.12,,,,
810283,Coffee Lounge 55,,서초구,,0.910544,N,0.094,,,,
810284,동해바다,,종로구,,0.910544,N,0.17,,,,
810287,골목초밥마트,,광진구,,0.0186212,,,,,,
810291,휘경분식,,동대문구,,0.0186212,,,,,,
810295,순두부,,구로구,,0.0186212,,,,,,
810296,미미옥,성수낙낙점,성동구,,0.0186212,,,,,,
810297,커피게이트,신정점,양천구,,0.910544,N,0.17,,,,
810300,호돈식당,,중랑구,,0.910544,N,0.17,,,,
810301,대왕유통직영셀프민물장어,,성북구,,4.3378166,N,0.201,0.33,,,4.39
810302,태리떡볶이,북가좌점,서대문구,,0.910544,N,0.063,,,,
810305,씨네드쉐프,압구정점,강남구,,4.2064874,N,0.199,0.38,,5,4.61
810309,곱분이곱창,건대점,광진구,,0.0186212,,,,,,
810310,골목식당,,종로구,,0.910544,N,0.17,,,,
810311,아람채,,은평구,,0.910544,N,0.17,,,,
810313,히네니카레,,동대문구,,0.0186212,,,,,,
810317,스마일 호프,,구로구,,0.0186212,,,,,,
810318,스타벅스,,양천구,,4.4389211,Y,0.257,0.33,,,4.44
810319,테이스티나인 델리익스프레스,,관악구,,0.0186212,,,,,,
810322,미소야,왕십리민자역사점,성동구,,0.0186212,,,,,,
810323,연탄생고기집,홍은점,서대문구,,4.2453604,N,0.2,0.06,,,4.36
810324,수지,,성북구,,0.910544,N,0.17,,,,
810327,커피메이드,,중랑구,,0.910544,N,0.17,,,,
810329,더 베네치아,,송파구,,0.910544,N,0.12,,,,
810330,안젤라,,강남구,,0.910544,N,0.044,,,,
810331,곱창공장,군자점,광진구,,0.0186212,,,,,,
810332,솔이네,,서초구,,0.910544,N,0.17,,,,
810334,허브카페,,은평구,,0.910544,N,0.048,,,,
810335,힐링인사이드,,동대문구,,0.0186212,,,,,,
810337,애플,,용산구,,0.910544,N,0.17,,,,
810341,스시마와리,,구로구,,0.0186212,,,,,,
810342,야키니쿠 아라시,,강서구,,0.910544,N,0.17,,,,
810345,동구밥,,성북구,,0.910544,N,0.17,,,,
810346,미스터피자,신금호점,성동구,,0.0186212,,,,,,
810348,참나루,,송파구,,0.910544,N,0.12,,,,
810351,아지트,,중랑구,,0.910544,N,0.17,,,,
810352,라바트,,강남구,,1.0273532,N,0.12,,4,,
810353,송추가마골,은평2호점,은평구,안심식당(2020),4.3948507,N,0.288,0.33,,,4.26
810354,공간식당,,광진구,,0.0186212,,,,,,
810355,보일스커피,,서초구,,0.910544,N,0.12,,,,
810356,달리,,용산구,,0.910544,N,0.12,,,,
810357,가든한공방,,동대문구,,0.0186212,,,,,,
810359,연길대중식당,,영등포구,,0.0186212,,0.029,,,,
810364,스시신,,구로구,,0.0186212,,,,,,
810368,미스터피자,왕십리점,성동구,,0.0186212,,,,,,
810371,시올돈,성북직영점,성북구,,0.0186212,,0.029,,,,
810372,새성진,마포지점,마포구,,0.910544,N,0.17,,,,
810377,유쾌한접시,,강남구,,1.0273532,N,0.17,,4,,
810378,송추가마골,은평2호점,은평구,,4.4874737,N,0.288,0.33,,,4.26
810379,과일팡,건대점,광진구,,0.0186212,,,,,,
810380,베스트몰 뉴요커,,서초구,,0.910544,N,0.17,,,,
810382,파스쿠찌,신림역점,관악구,,0.0186212,,,,,,
810383,강경원베이커리,,동대문구,,0.0186212,,,,,,
810384,고향마을,,영등포구,,0.910544,N,0.17,,,,
810386,동대문사조참치,,종로구,,0.1577147,Y,0.053,,,,
810387,스타커피호프,,구로구,,0.0186212,,,,,,
810393,미식공작소,왕십리점,성동구,,0.0186212,,,,,,
810395,산과들,,중랑구,,0.910544,N,0.17,,,,
810399,카페 1981,은평2지점,은평구,,0.910544,N,0.17,,,,
810404,유성칼국수,양재점,서초구,,0.0186212,,0.029,,,,
810405,프랭크버거,신정이펜점,양천구,,0.0186212,,0.029,,,,
810407,플러스 사일이,,관악구,,0.0186212,,,,,,
810408,스마일떡볶이,,용산구,,0.910544,N,0.17,,,,
810409,디어버터(Dear Butter),,동대문구,,0.0186212,,,,,,
810410,시골밥상,,구로구,,0.0186212,,,,,,
810411,예진식당,,영등포구,,0.910544,N,0.17,,,,
810415,천샹원,신촌점,서대문구,,3.2736601,Y,0.221,,,,
810418,마카나이,,강서구,,0.0186212,,0.029,,,,
810419,민들레,,성동구,,0.0186212,,,,,,
810420,누나네솥뚜껑 삼겹살,,중랑구,,0.0186212,,0.029,,,,
810421,이모네식당,,성북구,,0.910544,N,0.17,,,,
810423,열정푸드,,은평구,,0.0186212,,0.029,,,,
810425,에이엔씨인터네셔널(모찌모찌),,마포구,,0.910544,N,0.12,,,,
810426,피자알볼로,방이점,송파구,,4.3960685,N,0.235,0.19,,,4.46
810427,구구향훠궈,,광진구,,0.0186212,,,,,,
810429,우명에프엔씨,도쿄스테이크강남점,강남구,,0.910544,N,0.12,,,,
810430,커피나무아래쉼,,양천구,,0.910544,N,0.063,,,,
810432,해바라기 커피,,관악구,,0.0186212,,,,,,
810433,시골밥상2,,구로구,,0.0186212,,,,,,
810434,더벤티,,서초구,,4.3654434,N,0.233,0.09,,,4.39
810435,하늘정원,,용산구,,0.910544,N,0.12,,,,
810442,카페오월,,강서구,,0.910544,N,0.063,,,,
810444,민티베리,,성동구,,0.0186212,,,,,,
810445,오븐,,성북구,,0.910544,N,0.17,,,,
810449,사나이뚝배기,본점,중랑구,,0.910544,N,0.17,,,,
810450,구의문복합식당,,광진구,,0.0186212,,,,,,
810452,브레댄코,새절역점,은평구,,0.910544,N,0.17,,,,
810454,황토분식,,송파구,,0.910544,N,0.044,,,,
810456,이오스,,강남구,,0.910544,N,0.12,,,,
810459,행복,,관악구,,0.0186212,,,,,,
810460,시그마M,,구로구,,0.0186212,,,,,,
810463,사계절,,용산구,,0.0186212,,0.029,,,,
810464,홍어와낙지,,영등포구,,0.910544,N,0.17,,,,
810465,뚜레쥬르(회기역점),,동대문구,,0.0186212,,,,,,
810472,얼음꽃아이스크림할인점,아현이대점,서대문구,,0.910544,N,0.17,,,,
810473,유미<You me>,,성북구,,0.910544,N,0.17,,,,
810474,바나프레소,뚝섬역점,성동구,,0.0186212,,,,,,
810478,구이도씨,,광진구,,0.0186212,,,,,,
810481,퍼사이공,,송파구,,0.0186212,,0.029,,,,
810483,곱길,,은평구,,0.910544,N,0.17,,,,
810485,시드니그릴,,구로구,,0.0186212,,,,,,
810488,바유(BAYOU),,동대문구,,0.0186212,,,,,,
810489,행복마을마더센터협동조합,,관악구,,0.0186212,,,,,,
810491,샤론김밥마을,,영등포구,,0.910544,N,0.17,,,,
810492,일미락,,양천구,,4.4976362,N,0.268,0.33,4.5,,4.32
810493,팝팝팝팝팝,,용산구,,0.910544,N,0.12,,,,
810495,아빠스,,서초구,,0.910544,N,0.17,,,,
810498,롱앤쇼트(Long And Short),,서대문구,,0.910544,N,0.17,,,,
810502,SILVIA-JOJO(실비아조조),,성북구,,0.910544,N,0.17,,,,
810503,바탕,,성동구,,0.0186212,,,,,,
810505,춘천옥,,중랑구,,0.910544,N,0.17,,,,
810506,구카네,,광진구,,0.0186212,,,,,,
810507,시골김치삼겹살,,은평구,,0.910544,N,0.17,,,,
810509,마포청소년문화의집,,마포구,,0.910544,N,0.17,,,,
810514,신나이스 호프,,구로구,,0.0186212,,,,,,
810516,헬로파크,서울남현점,관악구,,0.0186212,,,,,,
810518,비하인드미,,동대문구,,0.0186212,,,,,,
810520,핑크,,용산구,,0.910544,N,0.17,,,,
810521,CGV등촌,매점,강서구,,0.910544,N,0.12,,,,
810523,이이알티키친,,서대문구,,0.910544,N,0.12,,,,
810524,들녘삼겹살,,영등포구,,0.910544,N,0.17,,,,
810531,반장즉석떡볶이,옥수점,성동구,,0.0186212,,,,,,
810533,마루샤브,석관점,성북구,,0.910544,N,0.12,,,,
810534,후아푸드,,중랑구,,0.910544,N,0.17,,,,
810535,국가대패아차산점,,광진구,,0.0186212,,,,,,
810537,까페,,마포구,,0.910544,N,0.17,,,,
810538,유타로,,송파구,,0.910544,N,0.066,,,,
810541,신의혼밥,,구로구,,0.0186212,,,,,,
810542,현경,압구정점,강남구,,3.8151542,N,0.216,0.01,,,4.5
810549,까치꼬마김밥,,강서구,,0.910544,N,0.17,,,,
810552,주유소,,영등포구,,0.910544,N,0.17,,,,
810553,거창수산,,서초구,,0.910544,N,0.17,,,,
810558,미각,,성북구,모범음식점(2017),0.7587312,N,0.217,,,,
810561,한나식빵,응암점,은평구,,4.1614077,N,0.2,0.04,,,4.38
810562,버거보이,성수낙낙점,성동구,,0.0186212,,,,,,
810563,식빵구르미,,중랑구,,0.910544,N,0.17,,,,
810565,국민낙곱새구의점,,광진구,,0.0186212,,,,,,
810567,왕 노가리,,송파구,,0.910544,N,0.17,,,,
810576,인디펜던트 베이커스,,동대문구,,0.0186212,,,,,,
810577,엑스퍼트마트(expat mart),,용산구,,0.910544,N,0.12,,,,
810578,베리타스드림 감신대,,서대문구,,0.0186212,,,,,,
810579,빌라드샬롯카페 김포공항3층,,강서구,,0.910544,N,0.12,,,,
810580,우림정,,영등포구,,0.910544,N,0.12,,,,
810582,L8R 레이터,,강남구,,0.910544,N,0.17,,,,
810585,맹꽁이 노리터,,은평구,,0.910544,N,0.12,,,,
810588,라드(LARD),,성북구,,0.910544,N,0.17,,,,
810590,국방부닭강정,,광진구,,0.0186212,,,,,,
810591,버터팬트리,,성동구,,0.0186212,,,,,,
810593,스케치,,마포구,,0.910544,N,0.12,,,,
810595,에스앤에프,,송파구,,0.910544,N,0.12,,,,
810597,안면도 밥상,,구로구,,0.0186212,,,,,,
810599, 은행골,,관악구,,0.0186212,,,,,,
810600,꼬맹이간식,,용산구,,0.910544,N,0.17,,,,
810602,카페동네,내발산점,강서구,,0.0186212,,0.029,,,,
810603,0125커피바,,서대문구,,0.0186212,,,,,,
810604,핫브레드,장한평역점,동대문구,,0.0186212,,,,,,
810605,스타호프,,영등포구,,0.910544,N,0.17,,,,
810606,두부마을,,강남구,,0.910544,N,0.17,,,,
810608,헬로로아,,양천구,,0.910544,N,0.17,,,,
810612,언니네 빈대떡,,은평구,,0.0186212,,0.029,,,,
810614,래인정,,성북구,,0.910544,N,0.17,,,,
810616,군자돈까스,,광진구,,0.0186212,,,,,,
810617,발짝,상봉점,중랑구,,0.0186212,,0.029,,,,
810620,범,,성동구,,0.0186212,,,,,,
810621,겔러리 카페,,종로구,,0.910544,N,0.12,,,,
810624,안주정착,,구로구,,0.0186212,,,,,,
810626,러너즈,,송파구,,0.0186212,,0.029,,,,
810628,플라워링 트리(FLOWERING TREE),,강서구,,0.910544,N,0.17,,,,
810629,경식이네알쌈쭈꾸미 별관,,관악구,,0.0186212,,,,,,
810631,103분식,,서대문구,,0.0186212,,,,,,
810632,아라마크경희의료원,,동대문구,,0.0186212,,,,,,
810634,제이포레시피,,강남구,,0.910544,N,0.17,,,,
810637,HBC해방촌고깃집,,서초구,,4.5191284,N,0.215,0.33,,,4.45
810640,스터디카페,,성북구,,0.910544,N,0.17,,,,
810642,슬로우넛,,은평구,,0.910544,N,0.17,,,,
810643,이태원페르시아피자,,중랑구,,0.910544,N,0.17,,,,
810646,굽네치킨중곡4동,,광진구,,0.0186212,,,,,,
810648,다정,,종로구,,0.910544,N,0.17,,,,
810650,앵그리치밥,구로점,구로구,,0.0186212,,,,,,
810652,베르두레,성수점,성동구,,0.0186212,,,,,,
810653,아리미 디저트(arimi dessert),,강서구,,0.1577147,Y,0.076,,,,
810654,어랑 칼 수제비만두,,송파구,,0.910544,N,0.12,,,,
810655,더블업코퍼레이션파이널나인,샤로수길점,관악구,,0.0186212,,,,,,
810657,504b 로스터리 서울,,서대문구,,0.0186212,,,,,,
810658,코코노체,,강남구,,0.910544,N,0.17,,,,
810659,아라마크연천장학관,,동대문구,,0.0186212,,,,,,
810664,두놈포차,,서초구,,0.910544,N,0.17,,,,
810666,꽃피는책,,양천구,,0.910544,N,0.17,,,,
810667,비인블루,,성북구,,0.910544,N,0.17,,,,
810668,연보라,,은평구,,0.0186212,,0.029,,,,
810670,해장쿡,중랑점,중랑구,,0.0186212,,0.029,,,,
810673,귀한족발중곡점,,광진구,,0.0186212,,,,,,
810675,am 3,,종로구,,0.910544,N,0.17,,,,
810676,더 몬스터,,마포구,,0.0186212,,0.029,,,,
810679,벨라스가든,,성동구,,0.0186212,,,,,,
810682,504b 로스터리 서울,,서대문구,,0.0186212,,,,,,
810684,헬렌스키친,,강남구,,0.910544,N,0.17,,,,
810691,아이블럭,,성북구,,0.910544,N,0.17,,,,
810693,놀숲,구파발역점,은평구,,0.910544,N,0.17,,,,
810694,아댕분식,,중랑구,,0.910544,N,0.17,,,,
810701,통주스,,마포구,,0.910544,N,0.17,,,,
810702,그로서리프란츠(Grocery FRANZ),,광진구,,0.0186212,,,,,,
810703,별사랑불고기,왕십리점,성동구,,0.0186212,,,,,,
810704,24시 뼈다귀 전주식당,,관악구,,0.0186212,,,,,,
810706,90식당,,서대문구,,0.0186212,,,,,,
810707,소문난 대박집,,종로구,,0.910544,N,0.044,,,,
810709,문,,강남구,,0.910544,N,0.17,,,,
810711,언스틸(unsteel),,구로구,,0.0186212,,,,,,
810713,카페 마가렛,,성북구,,0.910544,N,0.17,,,,
810715,베즐리베이커리,,양천구,,0.910544,N,0.063,,,,
810720,중랑자동차학원식당,,중랑구,,0.910544,N,0.17,,,,
810727,우리식당,,영등포구,,0.910544,N,0.17,,,,
810728,금호포차,,광진구,,0.0186212,,,,,,
810729,보마켓,서울숲점,성동구,,0.0186212,,,,,,
810730,Cafe He,,서대문구,,0.0186212,,,,,,
810731,2Dollars Coffee(투달러커피),,관악구,,0.0186212,,,,,,
810736,미고돈까스,,강남구,,0.910544,N,0.12,,,,
810737,다락방,,종로구,,0.910544,N,0.17,,,,
810738,행복플러스 보호작업장,,성북구,,0.910544,N,0.17,,,,
810741,스모,,송파구,,0.910544,N,0.17,,,,
810743,대찬피자,,중랑구,,0.910544,N,0.17,,,,
810744,붐비스,,서초구,,0.910544,N,0.17,,,,
810747,퓨전마을,,은평구,,0.910544,N,0.17,,,,
810748,스타벅스,숙대입구역점,용산구,,4.5260384,Y,0.207,0.33,,,4.45
810751,아워홈,이대서울병원장례식장점,강서구,,4.0717341,N,0.214,0.02,,,3.75
810753,교촌치킨,양평당산1호점,영등포구,,0.910544,N,0.17,,,,
810755,길동우동,,광진구,,0.0186212,,,,,,
810757,NOEUL,,서대문구,,0.0186212,,,,,,
810759,보스코 에스프레소바,,성동구,,0.0186212,,,,,,
810762,에이치비흥업,구로점,구로구,,0.0186212,,,,,,
810764,자연드림,신정점,양천구,,0.0186212,,0.029,,,,
810766,말리,,강남구,,0.910544,N,0.17,,,,
810767,카페미르,,성북구,,4.1924278,N,0.251,0.02,,,4.36
810769,참맛 돼지국밥,,송파구,,0.910544,N,0.17,,,,
810774,하남돼지집,연신내1호점,은평구,,4.3574209,N,0.182,0.33,,,4.31
810776,다이꼬지,,강서구,,0.910544,N,0.12,,,,
810780,길안,,광진구,,0.0186212,,,,,,
810783,카페 레오네,,영등포구,,0.910544,N,0.216,,,,4.5
810784,본도시락,왕십리점,성동구,,0.0186212,,,,,,
810786,77프렌즈,,관악구,,0.0186212,,,,,,
810787,고르드(Gordes),,서대문구,,0.0186212,,,,,,
810788,엔제이 갤러리(NJ gallery),,구로구,,0.0186212,,,,,,
810789,대박동,,마포구,,0.0186212,,0.029,,,,
810791,슬로우더테이블,,성북구,,0.910544,N,0.17,,,,
810793,일진식당,,양천구,,0.910544,N,0.214,,,,4.03
810795,맛깔참죽,,송파구,,0.910544,N,0.066,,,,
810796,인생포차,,중랑구,,0.910544,N,0.17,,,,
810797,롯데마트 서초점(사),,서초구,,0.910544,N,0.12,,,,
810799,갈릴리,,종로구,,0.910544,N,0.17,,,,
810805,수미산정,,영등포구,"모범음식점(2004),안심식당(2020)",4.1882505,Y,0.312,0.03,,,4.52
810808,김승현스시,,광진구,,0.0186212,,,,,,
810811,봉봉 마더스,,성동구,,0.0186212,,,,,,
810813,85키친 인생 백순대,,관악구,,0.0186212,,,,,,
810814,고르드(Gordes),,서대문구,,0.0186212,,,,,,
810815,시인촌,,마포구,,0.910544,N,0.17,,,,
810816,스마일명품찹쌀꽈배기,,양천구,,4.0210963,N,0.215,0.03,,,4.23
810818,엠비피(MBP),,구로구,,0.0186212,,,,,,
810819,오징어세상,본점,송파구,,4.3857924,Y,0.265,0.33,,,4.27
810821,롯데마트 서초점(나),,서초구,,0.910544,N,0.12,,,,
810823,바람길,,중랑구,,0.910544,N,0.17,,,,
810825,신세계,,강서구,,0.0186212,,0.029,,,,
810826,석화라는동네,,종로구,,0.910544,N,0.17,,,,
810833,국민우유집,,서대문구,,0.0186212,,,,,,
810838,봉추찜닭,성수낙낙점,성동구,,0.0186212,,,,,,
810841,로프트 84(LOFT 84),,마포구,,0.910544,N,0.12,,,,
810843,카페바움,,성북구,,0.910544,N,0.17,,,,
810844,예소담,,용산구,,0.910544,N,0.17,,,,
810845,엠엔푸드코리아,,구로구,,0.0186212,,,,,,
810847,오늘 우리집 비어,,중랑구,,0.0186212,,0.029,,,,
810848,진미,,영등포구,,0.910544,N,0.17,,,,
810854,개상전 애견카페,,은평구,,0.910544,N,0.12,,,,
810855,까페109,,광진구,,0.0186212,,,,,,
810856,신씨화로,,종로구,,0.910544,N,0.17,,,,
810860,TMS(티엠에스),,송파구,,0.910544,N,0.17,,,,
810861,그로어스,,서대문구,,0.0186212,,,,,,
810864,브라운래빗,서울숲점,성동구,,0.0186212,,,,,,
810865,롯데마트 서초점(라),,서초구,,0.910544,N,0.12,,,,
810870,여기밥상,,구로구,,0.0186212,,,,,,
810871,대흥식당,,마포구,,3.8151542,N,0.216,0.01,,,4.5
810874,드래곤힐,,용산구,,0.910544,N,0.17,,,,
810876,해미르,,영등포구,,0.910544,N,0.17,,,,
810877,원데이브레드(One Day Bread),,중랑구,,0.910544,N,0.17,,,,
810878,피시클럽 심통,,강서구,,0.910544,N,0.17,,,,
810879,꼬꼬스토리,,광진구,,0.0186212,,,,,,
810883,레브,,은평구,,0.910544,N,0.17,,,,
810889,델리보승식품,,송파구,,0.910544,N,0.044,,,,
810890,까사드선주,,서대문구,,0.0186212,,,,,,
810891,롯데마트 서초점(마),,서초구,,0.910544,N,0.12,,,,
810893,블랑제리 버허,,성동구,,0.0186212,,,,,,
810894,맘스터치,,성북구,,0.1577147,Y,0.063,,,,
810896,갈치와고갈비,,종로구,,0.910544,N,0.17,,,,
810898,영자포차,,구로구,,0.0186212,,,,,,
810901,김밥천국,,영등포구,,0.910544,N,0.17,,,,
810903,부산아나고,,중랑구,,0.910544,N,0.17,,,,
810904,진지덮밥&돈가스,역삼역점,강남구,,0.0186212,,0.029,,,,
810906,아자부(동부이촌점),,용산구,,0.1577147,Y,0.044,,,,
810907,꽃밭정이,,광진구,,0.0186212,,,,,,
810908,래빗가든,,강서구,,0.910544,N,0.12,,,,
810913,꾹샐러드,,서대문구,,0.0186212,,,,,,
810915,롯데마트 서초점(바),,서초구,,0.910544,N,0.12,,,,
810917,델리(중화요리)코너,,송파구,,0.910544,N,0.044,,,,
810921,지리산,,종로구,블루리본(2021),4.0964145,Y,0.436,0.33,4,,4.15
810922,블루제이,,성동구,,0.0186212,,,,,,
810923,영칼로리키친,구로디지털단지점,구로구,,0.0186212,,,,,,
810926,원조 황소곱창,,영등포구,,0.910544,N,0.044,,,,
810927,이룸스터디카페,,양천구,,0.910544,N,0.12,,,,
