식당(ID),식당명,지점명,지역명,어워드정보설명,(RTI)지수,온라인화진행여부,수용태세지수,인기도,트립어드바이저평점,씨트립평점,네이버평점
10012,명동정,,중구,모범음식점(2015),4.2138394,N,0.37,0.33,,,4.4
10014,봉추찜닭,명동중앙우체국점,중구,모범음식점(2019),4.4236489,Y,0.33,0.51,,4.7,4.45
10015,금계찜닭,명동점,중구,,,Y,0.082,,,,
10016,명동한우방,명동본점,중구,,3.92222,N,0.244,0.09,,,4.54
10018,삼호복집,,서대문구,모범음식점(2004),4.4000694,Y,0.307,0.33,4,,4.33
10019,대포찜닭,,서대문구,안심식당(2021),4.3543422,N,0.231,0.33,,,4.5
10020,카페 종로시장,,종로구,,4.4038159,N,0.331,0.33,,,4.52
10022,크랩회피쉬,장충동본점,중구,,4.4674318,N,0.274,0.33,,,4.42
10024,엔그릴,N서울타워점,용산구,모범음식점(2007),0.6689872,N,0.167,,,,4.69
10026,곰국시집,명동점,중구,모범음식점(2007),4.5907623,Y,0.447,0.33,,,4.15
10028,왕십리 이모네곱창,,중구,,4.3910419,N,0.298,0.33,,,4.44
10031,놀부보쌈놀부부대찌개,을지로6가점,중구,모범음식점(2015),4.4371796,N,0.327,0.33,,,4.38
10034,853,,종로구,,4.0006742,N,0.193,0.2,,,4.46
10035,지화자,청운점,종로구,블루리본(2021),4.5751827,N,0.324,0.59,5,4.6,4.74
10036,반짝반짝빛나는,,종로구,블루리본(2021),4.468003,Y,0.239,0.33,4,,4.44
10037,연타발,압구정본점,강남구,모범음식점(2010),4.5508072,Y,0.374,0.33,,,4.41
10038,부엉이돈가스,남산서울타워점,용산구,,4.6728419,N,0.232,0.33,4.5,,4.28
10040,박사네갈비,,종로구,,4.2178928,N,0.279,0.19,,,4.06
10043,폴인팬케이크,강남점,강남구,,4.2687784,N,0.278,0.33,,,4.37
10045,양연화로,종로직영점,종로구,,4.3831575,N,0.269,0.33,,,4.65
10050,오븐에빠진닭,명동점,중구,,3.9674662,N,0.253,0.33,,,4.35
10051,공룡슈퍼,혜화점,종로구,,,,0.029,,,,
10053,차돌박힌쭈꾸미,본점,종로구,,4.2000668,N,0.246,0.33,,,4.27
10054,옛날집,,마포구,,4.7418534,N,0.281,0.33,,,4.37
10055,한가람,2호점,중구,모범음식점(2019),4.3103534,N,0.361,0.33,,,4.51
10059,삼정집,,강서구,,4.2780684,N,0.294,0.33,,,4.37
10060,경복궁,,종로구,,0.7749254,N,0.17,,,,4.53
10061,진향족발,,종로구,,4.5074016,N,0.28,0.33,,,4.22
10064,잘빠진메밀,서촌본점,종로구,,4.7444405,N,0.305,0.33,4.5,,4.39
10065,연타발,선릉점,강남구,,4.2163478,N,0.31,0.33,,,4.44
10070,육대장,명동점,중구,,4.3139499,N,0.3,0.33,,,4.22
10071,순미네 행복게장,동대문점,중구,,4.3190549,N,0.241,0.33,,,4.35
10076,금성관나주곰탕,,중구,,0.7749254,N,0.11,,,,4.51
10078,하남돼지집,압구정로데오점,강남구,,4.5263283,N,0.28,0.33,,,4.11
10080,미쓰족발,,중구,,4.3817104,N,0.253,0.33,4,,4.3
10083,유아히어카페,명동본점,중구,,4.270109,N,0.253,0.33,,,4.35
10084,잘빠진메밀,익선점,종로구,,4.5531687,N,0.276,0.33,,,4.41
10085,연타발,서울역점,중구,,4.1933031,N,0.268,0.24,,,4.39
10086,일번지곱창,명동점,중구,,4.2345122,N,0.222,0.33,,,4.38
10087,연타발,시청점,중구,,4.1353977,N,0.218,0.21,,,4.47
10089,콩뼈숯뼈감자탕,명동점,중구,,0.1016405,,,,,,
10092,곰국시집,롯데월드몰점,송파구,,4.6169811,N,0.268,0.33,,,4.24
10754,63뷔페 파빌리온,,영등포구,블루리본(2021),4.3000975,N,0.518,0.67,4,,4.49
10755,슈치쿠,,영등포구,"모범음식점(2004),블루리본(2021),안심식당(2020)",4.3224182,N,0.518,0.38,5,,4.67
10757,워킹온더클라우드,,영등포구,"모범음식점(2004),블루리본(2021),안심식당(2020)",4.4540075,N,0.551,0.8,4,4.3,4.68
10758,백리향,,영등포구,"모범음식점(2004),블루리본(2021),안심식당(2020)",4.4131883,N,0.516,0.49,4.5,,4.6
10985,보돌미역,명동점,중구,,4.66868,Y,0.314,0.33,4,,4.39
10990,너비집,,중구,모범음식점(2015),4.3102707,Y,0.445,0.1,3.5,,4.36
10991,라온,명동1호점,중구,,0.7749254,N,0.082,,,,4.11
12266,둘레골,,종로구,모범음식점(2010),3.9225157,N,0.295,0.33,,,4.27
12267,뉘조,,종로구,"모범음식점(2007),블루리본(2021),안심식당(2020)",4.1048221,N,0.296,0.33,,,4.37
12268,양반댁,,종로구,"모범음식점(2007),안심식당(2020)",4.0943881,N,0.298,0.33,,,4.24
12269,조금,,종로구,블루리본(2021),4.0536933,N,0.216,0.33,,,4.1
12270,사동면옥,,종로구,모범음식점(2009),3.8290929,N,0.273,0.49,4,4.2,3.8
12271,하누소,인사점,종로구,안심식당(2020),3.7455285,N,0.216,0.33,4.5,,4.27
12272,소호정,송파점,송파구,모범음식점(2007),4.3074832,N,0.295,0.33,,,4.31
12273,라이스앤파스타,,송파구,모범음식점(2020),4.0448389,N,0.27,0.34,4.5,3,4.01
12274,매화반점,,광진구,"모범음식점(2017),블루리본(2021)",4.4680506,Y,0.46,0.33,,,4.15
12275,대박감자탕,목동직영점,강서구,"모범음식점(2009),안심식당(2020)",4.2096119,Y,0.278,0.23,,,4.38
12276,교동짬뽕,마천점,송파구,모범음식점(2016),3.9698207,Y,0.315,0.07,,,4.21
12277,경회루,,노원구,모범음식점(2015),4.3836841,N,0.328,0.33,,,4.23
12278,고구려,선유도점,영등포구,"모범음식점(2010),안심식당(2020)",4.0633382,Y,0.305,0.33,,,4.27
12279,너섬가,,영등포구,모범음식점(2010),4.2057589,Y,0.223,0.12,4,,4.47
12280,능이버섯백숙,본점,중랑구,"모범음식점(2011),안심식당(2020)",4.2144422,N,0.295,0.33,,,4.4
12281,오발탄,송파점,송파구,"모범음식점(2007),블루리본(2021)",4.0186217,N,0.294,0.02,4.5,,4.3
12282,오발탄,서초점,서초구,모범음식점(2003),4.0502278,N,0.262,0.01,4.5,,4.35
12283,마장동한우촌,,성동구,모범음식점(2008),4.5633185,Y,0.349,0.33,4.5,,4.09
12284,이춘복참치,발산역점,강서구,"모범음식점(2019),안심식당(2020)",4.2698792,N,0.327,0.33,,,4
12285,목란,,서대문구,"모범음식점(2014),블루리본(2021)",4.2386443,N,0.28,0.33,,,4.29
12286,기와집,,노원구,모범음식점(2020),4.1867064,Y,0.28,0.23,,,4.37
12287,참좋은스파스낵,,구로구,,0.1577147,Y,0.211,,,,
12288,동해도,본점,영등포구,모범음식점(2004),4.3432036,N,0.303,0.43,4,,4.23
12289,충무로 부산복집,,송파구,모범음식점(2007),3.374693,N,0.314,,,,4.09
12290,황토추어탕,본점,강동구,"모범음식점(2008),안심식당(2020)",4.1257978,Y,0.265,0.16,,,4.4
12291,타오,,구로구,"모범음식점(2009),안심식당(2020)",3.8721408,N,0.328,0.33,4,,4.14
12292,가마솥손두부,사당본점,동작구,모범음식점(2007),4.3384186,N,0.298,0.33,,,4.4
12293,태능식당,,마포구,,0.0186212,,0.029,,,,
12294,우담,,강남구,,,,0.029,,,,
12295,굴다리전주콩나물국밥,,광진구,모범음식점(2018),3.9766839,Y,0.316,0.13,5,,4.31
12297,육백더육백,,성동구,모범음식점(2014),4.0389067,Y,0.279,0.04,,,4.37
12298,고운님 한우곱창,,강남구,모범음식점(2019),4.1880544,N,0.312,0.33,,,4.41
12299,장수닭한마리손칼국수,중곡본점,광진구,모범음식점(2013),4.048827,Y,0.28,0.06,,,4.41
12300,오복순대국,,양천구,모범음식점(2018),4.3725162,N,0.328,0.26,,,4.31
12301,한우설렁탕,,성북구,"모범음식점(2009),안심식당(2020)",4.090851,N,0.263,0.26,,,4.4
12302,콩두,서남병원점,양천구,"모범음식점(2017),안심식당(2020)",3.7166141,N,0.247,0.01,,,4.32
12303,오우가,,중구,,4.1155481,N,0.245,0.04,,,4.42
12304,어라연 참치&스시,,광진구,모범음식점(2008),4.3043068,N,0.295,0.21,,,4.06
12305,옥이순대국,,양천구,모범음식점(2017),3.4116796,N,0.262,,,,4.17
12306,매꼬만 명태찜,,금천구,,0.0186212,,0.029,,,,
12307,여자만,,종로구,,0.910544,N,0.044,,,,
12308,구본가첨벙,대치점,강남구,모범음식점(2010),4.1207458,Y,0.357,0.02,4,,4.29
12309,쿤스트할레,,강남구,,0.1751647,Y,0.17,,,,
12310,영산홍가,,구로구,모범음식점(2004),3.773019,N,0.262,0.01,,,4.18
12311,예소담,,강남구,,4.2856459,N,0.213,0.12,,,4.41
12312,탕의신홍대포,명일점,강동구,모범음식점(2015),3.7439613,N,0.276,0.1,,,4.56
12313,콩사랑두부,,도봉구,"모범음식점(2012),안심식당(2020)",3.7662235,N,0.31,0.07,,,4.34
12314,명륜진사갈비,상봉역점,중랑구,,,,0.029,,,,
12315,성공시대필팔추어탕,본점,중랑구,"모범음식점(2019),안심식당(2020)",4.1614077,N,0.262,0.04,,,4.36
12316,낙지와볼테기,,양천구,"모범음식점(2018),안심식당(2020)",3.9284237,N,0.262,0.02,,,4.4
12317,노란상소갈비,강남직영점,강남구,모범음식점(2010),4.1714962,N,0.217,,,,4.4
12318,디코레 북창동 순두부,본점,중구,모범음식점(2019),3.8814092,N,0.297,0.22,,,4.13
12319,명동칼국수,본점,금천구,모범음식점(2006),4.4639112,N,0.312,0.33,,,4.33
12320,소천지,,구로구,모범음식점(2012),4.1895591,N,0.262,0.13,,,4.14
12321,위닝,,용산구,모범음식점(2019),1.0501897,N,0.217,,,,
12322,인생설렁탕,장한평역점,동대문구,,4.3463399,N,0.263,0.12,,,4.33
12324,미스터 향,역삼점,강남구,,4.2563317,N,0.294,0.33,,,4.26
12325,진궁,역삼점,강남구,,4.375756,N,0.302,0.17,,,4.34
12326,칭닌,,마포구,,0.910544,N,0.094,,,,
12327,애슐리퀸즈,롯데백화점 김포공항점,강서구,"모범음식점(2020),안심식당(2020)",4.0304483,N,0.245,0.33,,,4.13
12328,짚불구이 본가,,송파구,,0.0186212,,0.029,,,,
12329,상하이몽,,영등포구,모범음식점(2009),3.703597,N,0.263,0.01,,,4.44
12330,회뜨는집,,강동구,모범음식점(2016),3.0756168,N,0.262,,,,4.3
12331,예가낙지마을,,구로구,모범음식점(2005),4.105042,N,0.328,0.06,,,4.43
12332,차이웬,,은평구,모범음식점(2010),4.2574033,N,0.262,0.04,,,4.34
12333,삼다돈가,봉천점,관악구,"모범음식점(2019),안심식당(2020)",1.2451732,N,0.251,,,,
12335,예소반,,관악구,"모범음식점(2020),안심식당(2020)",4.2972092,Y,0.309,0.22,,,4.49
12336,북창동순두부,롯데월드점,송파구,모범음식점(2020),4.4467133,N,0.263,0.33,,,4.5
12337,"육회, 꽃피다",,서대문구,"모범음식점(2004),안심식당(2021)",3.6732422,N,0.263,0.01,,,4.59
12338,나주곰탕냉면,본점,서대문구,모범음식점(2014),3.6888172,N,0.262,0.17,4.5,,4.18
12339,하이라 미스터 왕왕,,강남구,,,,0.029,,,,
12340,황금코다리,,종로구,"모범음식점(2008),안심식당(2020)",4.1207751,N,0.262,0.07,,,4.33
12341,청량리고기마을,,동대문구,모범음식점(2010),1.0501897,N,0.212,,,,4.34
12342,남도복국,서울북창동직영점,중구,모범음식점(2019),4.3099807,N,0.28,0.12,,,4.36
12343,카페마마스,역삼점,강남구,,4.498419,N,0.317,0.33,,,4.41
12344,한식부페가득드림도시락,,송파구,모범음식점(2020),4.0298398,N,0.247,0.03,,,4.35
12345,탈리테이스티인디안,,중구,,3.8726737,N,0.213,0.01,,,5
12346,법성포영광굴비,,서대문구,모범음식점(2004),1.0501897,N,0.197,,,,4.38
12347,국수명가,서초점,서초구,모범음식점(2014),4.2574033,N,0.262,0.04,,,4.37
12348,눈꽃초밥,,관악구,"모범음식점(2020),안심식당(2020)",4.1175984,N,0.248,0.14,,,4.52
12350,현대북어,,강남구,,0.719274,N,0.212,,,,4.19
12351,두부의추억151,이대본점,서대문구,모범음식점(2004),4.1030187,N,0.263,0.29,5,,4.39
12353,풍년오리,,관악구,"모범음식점(2018),안심식당(2020)",1.3892642,N,0.213,,,,4.63
12354,전주 감자탕,,송파구,모범음식점(2020),4.2024682,N,0.327,0.07,,,4.35
12355,돌판구이 또바기,,강동구,"모범음식점(2017),안심식당(2020)",3.7913751,N,0.263,0.09,,,4.4
12356,서귀포화로구이,,양천구,모범음식점(2010),3.7812062,N,0.308,0.3,,,3.99
12358,퍼틴,롯데월드점,송파구,모범음식점(2020),4.1592593,N,0.213,0.22,,,4.46
12359,안박사 남원추어탕,,강남구,모범음식점(2010),3.5086595,N,0.263,0.07,,,4.42
12360,스윗밸런스,광화문점,종로구,"모범음식점(2021),안심식당(2020)",4.1764373,N,0.303,0.33,,,4.66
12361,힘찬장어,,도봉구,"모범음식점(2015),안심식당(2020)",3.7551339,N,0.263,0.1,,,4.42
12362,단아한정식,,동작구,안심식당(2020),3.8051772,N,0.277,0.06,,,4.14
12363,아그라,이태원점,용산구,"모범음식점(2009),블루리본(2021)",4.1953415,N,0.316,0.39,,3.2,4.3
12364,처마끝 하늘풍경,,종로구,"모범음식점(2008),안심식당(2020)",4.2748084,Y,0.343,0.33,3,,4.16
12365,옥정,,종로구,"모범음식점(2008),안심식당(2020)",4.1473223,Y,0.331,0.12,3.5,,4.29
12366,장수갈매기,본점,마포구,"모범음식점(2009),안심식당(2020)",4.4258642,Y,0.443,0.33,,,4.42
12367,롯데리아,동대문역사문화공원역점,중구,,4.4230846,Y,0.262,0.33,,,4.25
12370,그림나베,학동역점,강남구,모범음식점(2019),4.1882377,Y,0.473,0.33,,,4.37
12371,땡순이아구찜,마곡본점,강서구,모범음식점(2017),4.2684158,N,0.248,0.33,,,4.26
12372,이세돈가스,고려대점,성북구,모범음식점(2018),4.221658,Y,0.28,0.33,,,4.43
12373,고바우소곱창,노원점,노원구,모범음식점(2019),4.0442373,N,0.311,0.33,4,,4.44
12374,들풀식당,,종로구,"모범음식점(2007),안심식당(2020)",1.3646956,N,0.217,,4,,
12375,돈족골,,송파구,모범음식점(2008),4.202515,N,0.263,0.33,5,,4.44
12376,광양불고기,,송파구,모범음식점(2010),4.1286023,N,0.328,0.33,4,,4.15
12377,진풍정,강남점,강남구,,3.7249698,N,0.258,0.33,,,4.07
12380,돕감자탕전문점,,광진구,"모범음식점(2006),안심식당(2020)",4.2646458,N,0.315,0.33,2,,4.4
12381,길농원,원효점,용산구,,4.1867799,N,0.199,0.07,,,4.18
12382,양미옥,을지로본점,중구,"모범음식점(2001),블루리본(2021)",4.3875866,N,0.263,0.33,4.5,,4.28
12383,연평도산꽃게해물탕,,성동구,모범음식점(2012),4.3944095,N,0.295,0.33,,,4.41
12384,불킹해물요리전문점,,마포구,"모범음식점(2009),안심식당(2020)",4.2419387,N,0.295,0.33,,,4.38
12385,함흥냉면,,영등포구,"모범음식점(2004),안심식당(2020),위생등급제 지정업소(2020)",4.278508,Y,0.621,0.36,4.5,,4.29
12386,삼족오,수유점,강북구,모범음식점(2017),4.3653223,N,0.247,0.04,,,4.15
12388,아웃백스테이크하우스,노원점,노원구,모범음식점(2006),3.8974752,N,0.299,0.33,4,,4.49
12389,아웃백스테이크하우스,잠실점,송파구,,4.3401738,N,0.298,0.33,4,,4.41
12390,알루메,,송파구,모범음식점(2009),4.5658348,Y,0.307,0.33,,,4.49
12391,면천추어탕,,동대문구,모범음식점(2007),4.2015374,Y,0.312,0.3,,,4.28
12392,진한방삼계탕만나정,군자점,광진구,"모범음식점(2012),안심식당(2020)",4.1963622,Y,0.44,0.33,,,4.42
12393,북악정,,종로구,모범음식점(2009),4.4394858,Y,0.313,0.33,4,,4.3
12394,레드브릭,,서초구,"모범음식점(2009),블루리본(2021)",4.292248,N,0.313,0.33,5,,4.45
12395,서초장어타운,,서초구,"모범음식점(2015),블루리본(2021)",4.177389,N,0.263,0.33,,,4.25
12396,부일관,,노원구,모범음식점(2002),4.1503054,N,0.366,0.31,5,,4.18
12397,아오끼,,강남구,모범음식점(2016),3.9183682,Y,0.28,0.2,4,,4.28
12398,신사뻘낙지,,강남구,모범음식점(2010),4.3447108,Y,0.473,0.33,4,,4.21
12399,샤브오,,서초구,,,Y,0.128,,,,
12400,지호한방삼계탕,삼성점,강남구,모범음식점(2010),4.0800291,Y,0.312,0.33,,,4.33
12401,봉피양,방이점,송파구,"모범음식점(2007),미쉐린 가이드(2021),미쉐린 가이드(2022)",4.3843445,N,0.297,0.33,,,4.39
12402,그랜드 인터컨티넨탈 서울 파르나스 로비 라운지 & 바,,강남구,,4.3846687,Y,0.298,0.33,,,4.47
12403,이태원천상,이태원본점,용산구,모범음식점(2010),4.0966139,N,0.342,0.33,,,4.34
12406,백산골 생삼겹살,,은평구,,,,0.029,,,,
12407,장인미역,올림픽공원점,송파구,모범음식점(2018),4.0402315,N,0.315,0.18,,,4.49
12408,조마루감자탕,시립대점,동대문구,모범음식점(2003),4.0082041,N,0.298,0.02,5,,4.07
12410,종수네춘천숯불닭갈비,,강남구,,4.1340264,N,0.263,0.07,,,4.56
12411,호보식당,역삼본점,강남구,모범음식점(2016),4.2037961,N,0.029,,,,4.67
12412,두레유,,종로구,모범음식점(2008),4.0371112,N,0.313,0.33,,,4.46
12413,은불판참숯구이,,송파구,모범음식점(2018),1.0501897,N,0.085,,,,
12414,궁중한우,,성동구,모범음식점(2016),3.6833133,N,0.294,0.01,,,4.13
12415,일미리금계찜닭,신대방삼거리역점,동작구,"모범음식점(2020),안심식당(2020)",4.2178904,Y,0.297,0.33,,,4.33
12416,태진옥,,중구,모범음식점(2008),1.015852,N,0.262,,,,4.19
12417,조선화로집,상도역점,동작구,"모범음식점(2015),안심식당(2020)",4.0182771,N,0.328,0.33,,,4.19
12418,김명자굴국밥전문점,서울역점,용산구,모범음식점(2018),3.942561,N,0.262,0.08,,,4.17
12419,차숙이 갈비,,강남구,,,,0.029,,,,
12420,하늘찬,,강서구,모범음식점(2014),1.0501897,N,0.214,,,,5
12421,가빈,,구로구,모범음식점(2015),0.7587312,N,0.258,,,,2.88
12422,오발탄,대치점,강남구,,4.3724995,N,0.311,0.19,,,4.4
12423,낭만각,,양천구,모범음식점(2019),4.1851252,N,0.311,0.09,,,4.13
12424,반가 백암순대,,성동구,,,,0.029,,,,
12426,능이네 능이버섯백숙 삼계탕 추어탕,,구로구,모범음식점(2014),4.2321764,N,0.248,0.16,,,4.38
12427,명가,,송파구,모범음식점(2011),3.773019,N,0.262,0.01,,,4.17
12428,속리산염소요리전문점,금천직영점,금천구,모범음식점(2016),4.3306516,N,0.312,0.04,,,4.32
12429,청송면옥,,서대문구,,3.9539325,N,0.215,0.04,,,4.18
12430,대청마루,,강서구,모범음식점(2014),1.0501897,N,0.262,,,,4.33
12431,공주 기사식당,,중랑구,모범음식점(2016),1.0501897,N,0.246,,,,3.75
12432,석파랑,,종로구,"모범음식점(2007),블루리본(2021),안심식당(2020)",3.9671366,N,0.326,0.67,3,4.6,4.24
12433,조선갈비실록,구로점,구로구,,,,0.029,,,,
12434,명가해물짬뽕,월곡점,성북구,모범음식점(2019),4.3072368,N,0.303,0.09,,,4.31
12435,교양식사,잠실점,송파구,모범음식점(2018),4.3994434,N,0.316,0.33,,,4.52
12436,선유삼계탕,,영등포구,"모범음식점(2014),안심식당(2020)",1.2451732,N,0.262,,,,4.41
12437,예향정,가든파이브점,송파구,모범음식점(2020),4.3469203,N,0.278,0.26,,,4.41
12438,한조분식,,용산구,,0.910544,N,0.17,,,,
12439,아바이토종순대국,중계본점,노원구,모범음식점(2008),4.2409719,N,0.262,0.1,,,4.23
12440,여의도 진진,,영등포구,모범음식점(2006),3.8809545,N,0.248,0.22,,,4.38
12441,돈가네,잠실점,송파구,,0.0186212,,0.029,,,,
12442,태평양수산,,성동구,모범음식점(2011),3.8335917,N,0.262,0.06,,,4.2
12443,농협안심한우마을,본점,관악구,"모범음식점(2018),안심식당(2020)",4.0744804,N,0.261,0.14,,,4.06
12444,갯벌화로구이,,영등포구,,0.910544,N,0.063,,,,
12445,남산왕돈까스,이대서울병원점,강서구,"모범음식점(2020),안심식당(2020)",1.015852,N,0.197,,,,4.25
12446,골목집,,강남구,,3.7675053,N,0.312,0.07,,,4.43
12447,갈맷길 물총 칼국수,,송파구,,0.0186212,,0.029,,,,
12448,속초집,,중구,모범음식점(2018),4.0272434,N,0.212,0.02,,,4.37
12449,초원,,용산구,모범음식점(2001),4.3866695,N,0.316,0.33,,,4.48
12450,청기와명가감자탕,,구로구,"모범음식점(2006),안심식당(2020)",3.8067638,N,0.029,,,,4.31
12451,한사라참치,,송파구,모범음식점(2007),4.008168,N,0.327,0.03,,,4.26
12452,정릉곤드레밥,,성북구,모범음식점(2020),4.0398097,N,0.328,0.07,4.5,,4.43
12453,대패꽃필무렵,삼전점,송파구,모범음식점(2015),4.4391742,N,0.315,0.33,,,4.34
12454,이구갈비,,중구,모범음식점(2009),4.2404527,N,0.297,0.17,,,4.24
12455,무교동낙지,구의점,광진구,"모범음식점(1999),안심식당(2020)",4.3898645,N,0.31,0.02,,,4.29
12456,이가네낙지마당,,구로구,모범음식점(2019),4.2587218,N,0.262,0.11,,,4.3
12457,팔미낙지한마리수제비,,노원구,모범음식점(2005),4.2574033,N,0.262,0.04,,,4.32
12458,명인갈비,미아 직영점,강북구,모범음식점(2021),3.9918223,N,0.352,0.28,,,4.4
12459,주니어스치즈케이크앤디저트,,광진구,,0.5516763,N,0.12,,,,
12460,전주웰빙한식부페,,금천구,모범음식점(2015),4.2202866,N,0.262,0.06,,,4.34
12461,라쿠치나,,용산구,"모범음식점(2001),미쉐린 가이드(2021),미쉐린 가이드(2022),블루리본(2021)",4.3329205,N,0.32,0.33,4,,4.49
12462,부산갈비,,용산구,모범음식점(2001),4.3411348,N,0.295,0.33,,,4.81
12463,미소야,대치점,강남구,,4.2073091,N,0.216,0.2,,,4.25
12464,포몬스,건대점,광진구,모범음식점(2005),4.1284661,N,0.312,0.33,5,,4.32
12466,웰니스로,,서초구,,4.1239468,Y,0.238,0.04,,,
12467,신선설농탕,서초점,서초구,모범음식점(2009),4.3158451,N,0.311,0.33,,,4.36
12468,신선설농탕,자양점,광진구,모범음식점(2006),4.2567552,Y,0.328,0.33,4.5,,4.32
12469,제주 오겹살 왕돌구이집,방이본점,송파구,,4.2540698,N,0.281,0.33,4.5,,4.26
12470,대복,,양천구,"모범음식점(2011),안심식당(2020)",4.3853974,N,0.263,0.33,,,4.31
12471,남도향,,영등포구,안심식당(2020),4.1758539,Y,0.311,0.08,,,4.27
12472,놀부부대찌개,강남시티점,강남구,모범음식점(2014),4.1793614,Y,0.309,0.36,4.5,4,4.1
12473,봉추찜닭,숙대점,용산구,모범음식점(2015),4.3660761,N,0.306,0.33,4.5,,4.43
12475,쌀쌀맞은닭,서울역점,용산구,모범음식점(2018),4.0356689,N,0.328,0.33,,,4.28
12477,설악칡냉면,,용산구,모범음식점(2008),4.129984,Y,0.28,0.04,,,4.42
12478,이강분무교동낙지나라,본점,중랑구,모범음식점(2015),4.3121054,N,0.263,0.33,3,,4.22
12479,가족천하,본점,영등포구,"모범음식점(2004),안심식당(2020)",4.1606299,Y,0.288,0.33,,,4.3
12480,매일낙지,,강남구,,4.3164537,Y,0.427,0.33,4,,4.3
12481,불이아,강남점,강남구,모범음식점(2010),4.2655686,Y,0.299,0.33,4,,4.47
12482,진동둔횟집,,서초구,블루리본(2021),4.1649599,N,0.216,0.33,,,4.41
12483,인사동두부마을,,종로구,"모범음식점(2016),안심식당(2020)",4.0471886,N,0.273,0.34,5,4,4.27
12484,춘향골남원추어탕,성북구청점,성북구,"모범음식점(2005),안심식당(2021)",4.2393451,Y,0.28,0.33,4,,4.34
12485,남원추어탕,,양천구,"모범음식점(2005),안심식당(2020)",4.127427,N,0.263,0.18,4,,4.32
12486,기왕생고기,,성동구,모범음식점(2017),4.1952193,Y,0.28,0.33,,,4.36
12487,대경미담,,송파구,모범음식점(2010),3.6357102,N,0.263,0.16,,,4.49
12488,가나다라생고기,,성북구,모범음식점(2018),4.2574033,N,0.262,0.04,,,4.38
12490,고깃집,,강남구,,4.3129073,N,0.276,0.16,,,4.4
12491,소청도양갈비,,송파구,모범음식점(2007),4.1274522,N,0.329,0.33,,,4.5
12492,명태어장,강일점,강동구,모범음식점(2014),4.264166,N,0.296,0.33,,,4.36
12494,금수복국,압구정점,강남구,모범음식점(2017),4.0829422,N,0.309,0.33,,,4.26
12495,송가네,,강동구,"모범음식점(2008),안심식당(2020)",4.0062241,Y,0.28,0.2,,,4.43
12496,시골보쌈&감자옹심이,상암점,마포구,"모범음식점(2015),안심식당(2020)",4.0190823,N,0.276,0.33,5,,4.33
12497,건강한하루김밥,,동작구,,0.719274,N,0.076,,,,
12498,힘냉면록,,성동구,모범음식점(2018),3.8617999,N,0.263,0.33,,,4.44
12499,대성푸드빌,월드점,금천구,모범음식점(2008),1.0501897,N,0.262,,,,4.17
12500,어부횟집,,송파구,모범음식점(2008),3.9393517,N,0.281,0.1,,,4.05
12501,한우명작 불곰,,강서구,"모범음식점(2018),안심식당(2020)",4.191306,Y,0.259,0.33,,,4.25
12503,다니엘스키친,,관악구,"모범음식점(2018),안심식당(2020)",4.4039209,N,0.312,0.33,,,4.44
12504,삼풍숯불갈비,,영등포구,모범음식점(2007),4.318389,Y,0.456,0.33,,,4.28
12505,능이버섯백숙,,영등포구,모범음식점(2009),4.2895128,Y,0.281,0.33,,,4.51
12506,한옥집 김치찜,서대문 본점,서대문구,"모범음식점(2011),안심식당(2020)",4.4131524,Y,0.329,0.33,,,4.24
12507,안흥갈비,본점,동대문구,,4.2956115,N,0.233,0.33,,,4.3
12508,어사랑,,중구,,4.2453604,N,0.215,0.06,,,4.3
12509,압구정하루,,강남구,,4.4757032,Y,0.416,0.33,,,4.44
12510,참복집,,중구,모범음식점(2012),4.2261502,N,0.283,0.33,,,4.7
12511,69춘천닭갈비,,강서구,"모범음식점(2009),안심식당(2020)",4.2400787,Y,0.311,0.17,,,4.25
12513,한옥,,종로구,"모범음식점(2012),안심식당(2020)",4.16692,N,0.283,0.03,,,4.26
12514,태평양일식 별관,,서초구,모범음식점(2007),4.2279021,N,0.247,0.08,,,4.29
12515,동해,,중구,모범음식점(2001),3.7447956,N,0.27,0.03,4,3,4.21
12516,파리바게뜨,유스호스텔점,영등포구,,4.2834283,N,0.215,0.04,,,4.37
12517,이남장,전자랜드점,용산구,모범음식점(2015),4.2445624,N,0.26,0.17,,,4.14
12518,동해,,강남구,,4.2453604,N,0.248,0.06,,,4.56
12519,보쌈마을,본점,강남구,모범음식점(2014),4.1866894,N,0.213,0.33,4.5,,4.38
12520,놀부부대찌개,고척점,구로구,"모범음식점(2012),안심식당(2020)",4.0181901,Y,0.28,0.18,,,4.31
12523,보스라멘,,용산구,모범음식점(2020),4.3959401,N,0.288,0.33,,,4.48
12526,화기애애,강남1호점,강남구,모범음식점(2010),4.4223335,N,0.3,0.33,,,4.66
12527,동해도스시,,영등포구,"모범음식점(2008),안심식당(2020)",4.197117,N,0.263,0.33,4,,4.16
12528,한우리,김포점,강서구,"모범음식점(2013),안심식당(2020)",4.0756525,N,0.262,0.17,,,4.19
12529,궁원복집,,구로구,"모범음식점(2007),안심식당(2020)",3.8033102,N,0.263,0.04,,,4.47
12531,신마포갈매기,삼성역점,강남구,,4.0929945,Y,0.279,0.33,,,4.09
12532,좋은생고기 정육식당,2호점,송파구,모범음식점(2007),3.9744156,N,0.311,0.33,,,4.4
12533,농부보쌈,,중랑구,모범음식점(2002),4.1022492,N,0.312,0.18,4.5,,4.36
